route_type (frontend/backend/api),method,path,file_source,handler_or_component,auth_required,currently_used (yes/no/unknown),duplicate_or_overlap,related_feature,delete_candidate,confidence,notes
api,GET,/api/ingredients/,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,POST,/api/ingredients/suggest,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,GET,/api/ingredients/canonical,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,POST,/api/ingredients/sync/:purchasingItemId,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,POST,/api/ingredients/sync-all,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,GET,/api/ingredients/management,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,PUT,/api/ingredients/:id,server/routes/ingredients.ts,ingredientsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/ingredients
api,GET,/api/manager-check/questions,server/routes/managerChecks.ts,managerCheckRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/manager-check
api,POST,/api/manager-check/submit,server/routes/managerChecks.ts,managerCheckRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/manager-check
api,GET,/api/manager-check/admin/questions,server/routes/managerChecks.ts,managerCheckRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/manager-check
api,GET,/api/shopping-list/latest,server/routes/shoppingListRoutes.ts,shoppingListRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shopping-list
api,GET,/api/shopping-list/pdf/latest,server/routes/shoppingListRoutes.ts,shoppingListRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shopping-list
api,GET,/api/shopping-list/pdf/range,server/routes/shoppingListRoutes.ts,shoppingListRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shopping-list
api,GET,/api/shopping-list/history,server/routes/shoppingListRoutes.ts,shoppingListRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shopping-list
api,GET,/api/purchasing-list/latest,server/routes/shoppingListNew.ts,shoppingListNewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-list
api,GET,/api/purchasing-list/system-purchases,server/routes/shoppingListNew.ts,shoppingListNewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-list
api,GET,/api/purchasing-list/:salesId,server/routes/shoppingListNew.ts,shoppingListNewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-list
api,GET,/api/purchasing-list/:salesId/csv,server/routes/shoppingListNew.ts,shoppingListNewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-list
api,GET,/api/purchasing-list/latest/csv,server/routes/shoppingListNew.ts,shoppingListNewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-list
api,GET,/api/purchasing-field-mapping/field-keys,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,GET,/api/purchasing-field-mapping/items,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,POST,/api/purchasing-field-mapping/map,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,DELETE,/api/purchasing-field-mapping/map/:fieldKey,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,GET,/api/purchasing-field-mapping/export/csv,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,POST,/api/purchasing-field-mapping/import/csv,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,POST,/api/purchasing-field-mapping/items,server/routes/purchasingFieldMapping.ts,purchasingFieldMappingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-field-mapping
api,GET,/api/purchasing-shift-log/purchasing-shift-matrix,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-shift-log
api,POST,/api/purchasing-shift-log/purchasing-shift-sync/:stockId,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-shift-log
api,POST,/api/purchasing-shift-log/purchasing-shift-backfill,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-shift-log
api,GET,/api/purchasing-shift-log/,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-shift-log
api,GET,/api/purchasing-analytics/,server/routes/purchasingAnalytics.ts,purchasingAnalyticsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/purchasing-analytics
api,GET,/api/debug/purchasing-parity,server/routes/debugPurchasing.ts,debugPurchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/debug
api,GET,/api/debug/ingredient-parity,server/routes/debugPurchasing.ts,debugPurchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/debug
api,GET,/api/debug/ingredient-usage-summary,server/routes/debugPurchasing.ts,debugPurchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/debug
api,POST,/api/debug/derive-ingredient-usage,server/routes/debugPurchasing.ts,debugPurchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/debug
api,GET,/api/pnl/years,server/routes/pnlReadModel.ts,pnlReadModelRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl
api,GET,/api/pnl/,server/routes/pnlReadModel.ts,pnlReadModelRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl
api,GET,/api/pnl/year,server/routes/pnlReadModel.ts,pnlReadModelRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl
api,POST,/api/pnl/rebuild,server/routes/pnlReadModel.ts,pnlReadModelRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl
api,POST,/api/pnl/rebuild-range,server/routes/pnlReadModel.ts,pnlReadModelRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl
api,GET,/api/pos-shift/:date,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/pos-shift/:date/sync,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/daily-sales-v2/:date,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/approve-shift,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/shift-snapshots,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/latest-valid-shift,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/pnl/:period,server/routes/shiftApproval.ts,shiftApprovalRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/issue-register/,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,GET,/api/issue-register/by-shift/:date,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,GET,/api/issue-register/:id,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,POST,/api/issue-register/,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,PATCH,/api/issue-register/:id,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,POST,/api/issue-register/auto-create,server/routes/issueRegister.ts,issueRegisterRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/issue-register
api,POST,/api/pnl/snapshot/rebuild,server/routes/pnlSnapshot.route.ts,pnlSnapshotRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl/snapshot
api,GET,/api/pnl/snapshot/,server/routes/pnlSnapshot.route.ts,pnlSnapshotRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pnl/snapshot
api,GET,/api/modifiers/menu-item/:menuItemId,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,POST,/api/modifiers/groups,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,PATCH,/api/modifiers/groups/:id,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,DELETE,/api/modifiers/groups/:id,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,POST,/api/modifiers/modifiers,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,PATCH,/api/modifiers/modifiers/:id,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,DELETE,/api/modifiers/modifiers/:id,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,POST,/api/modifiers/ingredients,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,DELETE,/api/modifiers/ingredients/:id,server/routes/modifiers.ts,modifiersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/modifiers
api,POST,/api/products/:productId/ingredients,server/routes/productIngredients.ts,productIngredientsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/products
api,POST,/api/products/:productId/activate,server/routes/productActivation.ts,productActivationRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/products
api,POST,/api/membership/register,server/routes/membership.ts,membershipRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/membership
api,POST,/api/membership/:id/spend,server/routes/membership.ts,membershipRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/membership
api,GET,/api/membership/,server/routes/membership.ts,membershipRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/membership
api,POST,/api/github/backup,server/routes/github.ts,githubRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/github
api,POST,/api/expenses-v2/create,server/routes/expensesV2Routes.ts,expensesV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses-v2
api,GET,/api/expenses-v2/all,server/routes/expensesV2Routes.ts,expensesV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses-v2
api,GET,/api/expenses-v2/summary,server/routes/expensesV2Routes.ts,expensesV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/expenses-v2
api,GET,/api/menu-ordering/categories,server/routes/menuOrderingRoutes.ts,menuOrderingRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-ordering
api,GET,/api/menu-ordering/items/:categoryId,server/routes/menuOrderingRoutes.ts,menuOrderingRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-ordering
api,GET,/api/menu-ordering/full,server/routes/menuOrderingRoutes.ts,menuOrderingRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-ordering
api,POST,/api/orders-v2/create,server/routes/ordersV2Routes.ts,ordersV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/orders-v2
api,GET,/api/orders-v2/all,server/routes/ordersV2Routes.ts,ordersV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/orders-v2
api,GET,/api/orders-v2/status,server/routes/ordersV2Routes.ts,ordersV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/orders-v2
api,POST,/api/orders-v2/manual-partner,server/routes/ordersV2Routes.ts,ordersV2Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/orders-v2
api,GET,/api/loyverse-map/all,server/routes/loyverseMapRoutes.ts,loyverseMapRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse-map
api,POST,/api/loyverse-map/save,server/routes/loyverseMapRoutes.ts,loyverseMapRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse-map
api,GET,/api/payments-qr/generate,server/routes/qrRoutes.ts,qrRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/payments-qr
api,POST,/api/payments/scb/webhook,server/routes/payments/scbRoutes.ts,scbRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/payments/scb
api,GET,/api/payments/qr/dynamic,server/routes/payments/qrRoutes.ts,qrDynamicRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/payments/qr
api,POST,/api/partners/create,server/routes/partners/partnerRoutes.ts,partnerBarRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/partners
api,GET,/api/partners/all,server/routes/partners/partnerRoutes.ts,partnerBarRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/partners
api,GET,/api/partners/:partnerId,server/routes/partners/partnerRoutes.ts,partnerBarRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/partners
api,GET,/api/partners/analytics,server/routes/partners/partnerAnalyticsRoutes.ts,partnerAnalyticsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/partners
api,GET,/api/partners/summary,server/routes/partners.ts,partnersRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/partners
api,POST,/api/delivery/create,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,POST,/api/delivery/assign,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,POST,/api/delivery/update-status,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,GET,/api/delivery/active,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,GET,/api/delivery/history,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,POST,/api/delivery/drivers/add,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,POST,/api/delivery/drivers/status,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,GET,/api/delivery/drivers,server/routes/delivery/deliveryRoutes.ts,deliveryRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/delivery
api,GET,/api/kds/active,server/routes/kds/kdsRoutes.ts,kdsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/kds
api,POST,/api/kds/update-status,server/routes/kds/kdsRoutes.ts,kdsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/kds
api,GET,/api/kds/history,server/routes/kds/kdsRoutes.ts,kdsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/kds
api,GET,/api/menu-v3/categories,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/categories/create,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/categories/update,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/categories/reorder,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,GET,/api/menu-v3/items,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/items/create,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/items/update,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/items/toggle,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,GET,/api/menu-v3/modifiers/groups,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/modifiers/groups/create,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/modifiers/create,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/modifiers/apply,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,GET,/api/menu-v3/recipes/:itemId,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,POST,/api/menu-v3/recipes/set,server/routes/menu/menuV3Routes.ts,menuV3Routes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/menu-v3
api,GET,/api/stock/live,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/manual-purchase,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/rolls,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/meat,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/drinks,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/lodge/rolls,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/lodge/meat,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/lodge/drinks,server/routes/stock/stockRoutes.ts,stockRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,GET,/api/stock/variance/shift,server/routes/stock/varianceRoutes.ts,varianceRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock/variance
api,POST,/api/stock/baseline,server/routes/stockBaseline.ts,stockBaselineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,GET,/api/stock/baseline,server/routes/stockBaseline.ts,stockBaselineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/snapshot,server/routes/stockBaseline.ts,stockBaselineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/stock/variance/compute,server/routes/stockBaseline.ts,stockBaselineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,GET,/api/stock/variance,server/routes/stockBaseline.ts,stockBaselineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/stock
api,POST,/api/refunds/log,server/routes/refunds.ts,refundsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/refunds
api,GET,/api/refunds/,server/routes/refunds.ts,refundsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/refunds
api,POST,/api/shift-review/,server/routes/shiftReview.ts,shiftReviewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-review
api,GET,/api/shift-review/,server/routes/shiftReview.ts,shiftReviewRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/shift-review
api,GET,/api/analytics/ingredients/daily,server/routes/analytics/ingredientUsageRoutes.ts,ingredientUsageRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analytics/ingredients
api,GET,/api/analytics/ingredients/top,server/routes/analytics/ingredientUsageRoutes.ts,ingredientUsageRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analytics/ingredients
api,POST,/api/admin/import/loyverse/menu,server/routes/loyverseMenuImport.ts,loyverseMenuImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/import
api,GET,/api/admin/import/loyverse/menu/status,server/routes/loyverseMenuImport.ts,loyverseMenuImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/import
api,POST,/api/admin/backup/run,server/routes/adminBackup.ts,adminBackupRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/backup
api,GET,/api/admin/backup/status,server/routes/adminBackup.ts,adminBackupRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/backup
api,POST,/api/admin/historical/import,server/routes/adminHistoricalImport.ts,adminHistoricalImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/historical
api,GET,/api/admin/historical/status,server/routes/adminHistoricalImport.ts,adminHistoricalImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/historical
api,GET,/api/admin/ingredient-authority/,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,GET,/api/admin/ingredient-authority/review-queue,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,POST,/api/admin/ingredient-authority/,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,PUT,/api/admin/ingredient-authority/:id,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,GET,/api/admin/ingredient-authority/:id/versions,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,GET,/api/admin/ingredient-authority/:id,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,PATCH,/api/admin/ingredient-authority/:id/deactivate,server/routes/admin/ingredientAuthority.ts,ingredientAuthorityAdminRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/admin/ingredient-authority
api,GET,/api/system-health/,server/routes/systemHealth.ts,systemHealthRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/system-health
api,GET,/api/system-health/run,server/routes/systemHealth.ts,systemHealthRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/system-health
api,POST,/api/line/send,server/routes/lineNotify.ts,lineNotifyRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/line
api,GET,/api/items/:id/variance-history,server/routes/varianceHistory.ts,varianceHistoryRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/items
api,GET,/api/executive-metrics/,server/routes/executiveMetrics.ts,executiveMetricsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/executive-metrics
